X_1728_Pathankot_164700400001_Pathankot_Wheat	1.438880236
X_1728_Pathankot_164700400001_Pathankot_Wheat1	1.0
X_1728_Pathankot_164700400012_Pathankot_Wheat	0.383701396
X_1728_Pathankot_164700400012_Pathankot_Wheat1	1.0
X_1728_Pathankot_164700600288_Pathankot_Wheat	46.14009286
X_1728_Pathankot_164700600288_Pathankot_Wheat1	1.0
X_1874_Barnala_105400660004_Barnala_Wheat	76.26065246
X_1874_Barnala_105400660004_Barnala_Wheat1	1.0
X_1994_Amritsar_104900100029_Amritsar_Wheat	2.398133726
X_1994_Amritsar_104900100029_Amritsar_Wheat1	1.0
X_2024_Fatehgarhsahib_104000100001_Fatehgarhsahib_Wheat	51.8956138
X_2024_Fatehgarhsahib_104000100001_Fatehgarhsahib_Wheat1	1.0
X_2024_Fatehgarhsahib_104000100002_Fatehgarhsahib_Wheat	48.5382266
X_2024_Fatehgarhsahib_104000100002_Fatehgarhsahib_Wheat1	1.0
X_2042_Amritsar_104900400001_Amritsar_Wheat	0.95925349
X_2042_Amritsar_104900400001_Amritsar_Wheat1	1.0
X_2042_Amritsar_104900600009_Amritsar_Wheat	128.06034092
X_2042_Amritsar_104900600009_Amritsar_Wheat1	1.0
X_2042_Amritsar_105000111623_Tarntaran_Wheat	2.589984424
X_2042_Amritsar_105000111623_Tarntaran_Wheat1	1.0
X_2061_Gurdaspur_103500300077_Gurdaspur_Wheat	2.206283028
X_2061_Gurdaspur_103500300077_Gurdaspur_Wheat1	1.0
X_2061_Gurdaspur_103500500124_Gurdaspur_Wheat	53.14264334
X_2061_Gurdaspur_103500500124_Gurdaspur_Wheat1	1.0
X_2174_Faridkot_104200100001_Moga_Wheat	105.99751064
X_2174_Faridkot_104200100001_Moga_Wheat1	1.0
X_2256_Rupnagar_105100880014_Rupnagar_Wheat	86.9083662
X_2256_Rupnagar_105100880014_Rupnagar_Wheat1	1.0
X_4875_Jalandhar_103700100001_Jalandhar_Wheat	73.86251874
X_4875_Jalandhar_103700100001_Jalandhar_Wheat1	1.0
X_5487_Gurdaspur_103500700168_Gurdaspur_Wheat	33.19017076
X_5487_Gurdaspur_103500700168_Gurdaspur_Wheat1	1.0
X_5525_Jalandhar_103900100001_Sbsnagar_Wheat	48.82600264
X_5525_Jalandhar_103900100001_Sbsnagar_Wheat1	1.0
X_5525_Jalandhar_103900100002_Sbsnagar_Wheat	45.46861542
X_5525_Jalandhar_103900100002_Sbsnagar_Wheat1	1.0
X_5664_Sasnagar_105200200005_Sasnagar_Wheat	155.30314004
X_5664_Sasnagar_105200200005_Sasnagar_Wheat1	1.0
X_5664_Sasnagar_105200200006_Sasnagar_Wheat	113.86338926
X_5664_Sasnagar_105200200006_Sasnagar_Wheat1	1.0
X_7586_Bathinda_104600100002_Bathinda_Wheat	20.04839794
X_7586_Bathinda_104600100002_Bathinda_Wheat1	1.0
X_7586_Bathinda_104600100003_Bathinda_Wheat	59.95334312
X_7586_Bathinda_104600100003_Bathinda_Wheat1	1.0
X_7586_Bathinda_104600100004_Bathinda_Wheat	77.507682
X_7586_Bathinda_104600100004_Bathinda_Wheat1	1.0
X_7619_Malerkotla_105400660002_Barnala_Wheat	135.0628914
X_7619_Malerkotla_105400660002_Barnala_Wheat1	1.0
X_7619_Malerkotla_105400660003_Barnala_Wheat	53.52634474
X_7619_Malerkotla_105400660003_Barnala_Wheat1	1.0
X_7674_Bathinda_104200100002_Moga_Wheat	76.83620454
X_7674_Bathinda_104200100002_Moga_Wheat1	1.0
X_7682_Sangrur_105300344416_Sangrur_Wheat	48.5382266
X_7682_Sangrur_105300344416_Sangrur_Wheat1	1.0
X_7682_Sangrur_105300344417_Sangrur_Wheat	54.67744894
X_7682_Sangrur_105300344417_Sangrur_Wheat1	1.0
X_7732_Ferozepur_104300100002_Ferozepur_Wheat	97.07645318
X_7732_Ferozepur_104300100002_Ferozepur_Wheat1	1.0
X_7732_Ferozepur_104300100003_Ferozepur_Wheat	31.36758912
X_7732_Ferozepur_104300100003_Ferozepur_Wheat1	1.0
X_7750_Ludhiana_178100110071_Malerkotla_Wheat	90.16982806
X_7750_Ludhiana_178100110071_Malerkotla_Wheat1	1.0
X_7750_Ludhiana_178100110072_Malerkotla_Wheat	76.7402792
X_7750_Ludhiana_178100110072_Malerkotla_Wheat1	1.0
X_7752_Fazilka_164800400103_Fazilka_Wheat	72.71141454
X_7752_Fazilka_164800400103_Fazilka_Wheat1	1.0
X_7760_Sangrur_105300300027_Sangrur_Wheat	50.74450962
X_7760_Sangrur_105300300027_Sangrur_Wheat1	1.0
X_7904_Tarntaran_105000200006_Tarntaran_Wheat	0.863328142
X_7904_Tarntaran_105000200006_Tarntaran_Wheat1	1.0
X_7904_Tarntaran_105000220008_Tarntaran_Wheat	56.9796573
X_7904_Tarntaran_105000220008_Tarntaran_Wheat1	1.0
